,k,k_uncert,cpu_time,runtime,fluxQ1,fluxQ2,fluxQ3,fluxQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00255,0.994772,0.00024,1.85840E+03,9.37071E+01,2.48922e+19,2.47773e+19,2.63489e+19,2.67384e+19,8.47476e+16,8.4887e+16,8.48607e+16,8.47626e+16,2746670.0,2751190.0,2750330.0,2747150.0,0.00146,0.00149,0.00147,0.00147,0.00077,0.0008,0.00078,0.00083,0.00077,0.0008,0.00078,0.00083,3.2027266,2.73448776,0.506796818,5.95848037,2.45611352,4.57144648,5.1602314,5.55713449
sample_00256,0.995706,0.00025,1.86414E+03,9.35642E+01,2.51283e+19,2.5884e+19,2.67382e+19,2.54108e+19,8.47494e+16,8.4776e+16,8.49733e+16,8.48956e+16,2746720.0,2747580.0,2753980.0,2751460.0,0.00129,0.00133,0.00129,0.00124,0.00075,0.00078,0.00078,0.00082,0.00075,0.00078,0.00078,0.00082,4.08158384,6.1732873,2.37488404,1.05112205,3.02939088,4.39672003,4.318265,1.83054241
sample_00257,0.994089,0.00024,1.85947E+03,9.35073E+01,2.68205e+19,2.56501e+19,2.51693e+19,2.56063e+19,8.48399e+16,8.47983e+16,8.4832e+16,8.48651e+16,2749660.0,2748310.0,2749400.0,2750480.0,0.0015,0.00152,0.00149,0.00146,0.00081,0.00081,0.00078,0.00078,0.00081,0.00081,0.00078,0.00078,0.735440254,0.696628918,4.8118425,2.4048609,1.9321144,0.238528113,1.34077533,0.376513534
sample_00258,0.991829,0.00024,1.85780E+03,9.37767E+01,2.54853e+19,2.58915e+19,2.57365e+19,2.56541e+19,8.47796e+16,8.49476e+16,8.48275e+16,8.47178e+16,2747700.0,2753150.0,2749260.0,2745700.0,0.00141,0.00143,0.00147,0.00143,0.00082,0.00079,0.00083,0.00075,0.00082,0.00079,0.00083,0.00075,0.713853441,4.11811225,2.6861141,4.48231567,2.57518801,5.75571626,5.95732752,1.679796
sample_00259,0.989911,0.00025,1.85536E+03,9.41699E+01,2.56711e+19,2.68709e+19,2.5301e+19,2.52403e+19,8.48609e+16,8.47931e+16,8.48915e+16,8.48983e+16,2750340.0,2748140.0,2751330.0,2751550.0,0.00152,0.00158,0.00149,0.0015,0.0008,0.00076,0.00079,0.00082,0.0008,0.00076,0.00079,0.00082,5.67094376,3.41657339,2.12870333,2.27822467,1.73388311,1.50339377,2.67648222,0.856092975
sample_00260,0.997184,0.00024,1.86281E+03,9.40868E+01,2.51576e+19,2.57255e+19,2.56903e+19,2.62559e+19,8.4852e+16,8.48438e+16,8.4777e+16,8.48038e+16,2750050.0,2749780.0,2747620.0,2748490.0,0.00152,0.00154,0.00152,0.00157,0.00079,0.00084,0.00077,0.00077,0.00079,0.00084,0.00077,0.00077,2.47355861,2.43785262,1.02541168,3.69006451,5.26832481,4.67870608,4.61721166,0.243242062
sample_00261,0.979486,0.00024,1.83836E+03,9.26464E+01,2.55993e+19,2.56767e+19,2.66232e+19,2.55373e+19,8.49538e+16,8.48182e+16,8.49399e+16,8.47177e+16,2753350.0,2748960.0,2752900.0,2745700.0,0.0013,0.00122,0.00126,0.00129,0.00081,0.0008,0.00078,0.00081,0.00081,0.0008,0.00078,0.00081,2.794849,2.47920765,6.12899564,5.27220367,4.19723968,5.62081736,1.66798732,2.41029915
sample_00262,0.987205,0.00025,1.85272E+03,9.34443E+01,2.53142e+19,2.57583e+19,2.63899e+19,2.5321e+19,8.48972e+16,8.4896e+16,8.49755e+16,8.4802e+16,2751520.0,2751480.0,2754050.0,2748430.0,0.00141,0.0014,0.00142,0.0014,0.00078,0.00078,0.00084,0.00077,0.00078,0.00078,0.00084,0.00077,5.31838061,4.96005176,1.49245951,0.780908621,2.0074486,3.79801501,3.73925019,2.60853819
sample_00263,0.99143,0.00024,1.85901E+03,9.39305E+01,2.58071e+19,2.58399e+19,2.52381e+19,2.49954e+19,8.49547e+16,8.48906e+16,8.49243e+16,8.4868e+16,2753380.0,2751300.0,2752400.0,2750570.0,0.00112,0.00117,0.00117,0.00112,0.00081,0.00077,0.00077,0.00081,0.00081,0.00077,0.00077,0.00081,4.84751313,1.29819899,2.0321978,1.15455987,5.28422036,2.68075471,1.37443779,0.960758086
sample_00264,0.99332,0.00025,1.85227E+03,9.37662E+01,2.5114e+19,2.46681e+19,2.58182e+19,2.59821e+19,8.4808e+16,8.48848e+16,8.48287e+16,8.49364e+16,2748620.0,2751110.0,2749300.0,2752780.0,0.00154,0.00158,0.00167,0.00161,0.00083,0.0008,0.00079,0.00076,0.00083,0.0008,0.00079,0.00076,3.94865408,1.2218491,0.323481075,5.03661886,2.059068,4.13563627,5.41083686,4.87657897
sample_00265,0.992642,0.00023,1.85369E+03,9.48322E+01,2.62195e+19,2.5279e+19,2.4994e+19,2.51199e+19,8.48553e+16,8.49265e+16,8.49317e+16,8.49292e+16,2750160.0,2752470.0,2752630.0,2752550.0,0.00126,0.0013,0.00128,0.00124,0.00077,0.00079,0.00077,0.00083,0.00077,0.00079,0.00077,0.00083,0.117429564,0.144472875,4.16120013,1.26542443,4.60611808,1.2977158,2.06810948,0.525794182
sample_00266,0.981581,0.00025,1.82975E+03,9.23380E+01,2.57512e+19,2.62174e+19,2.61029e+19,2.5372e+19,8.48439e+16,8.47986e+16,8.49506e+16,8.49233e+16,2749790.0,2748330.0,2753250.0,2752360.0,0.00142,0.00145,0.00142,0.00143,0.00079,0.00078,0.00081,0.00082,0.00079,0.00078,0.00081,0.00082,4.50589435,5.5491087,3.81067824,1.35148918,0.983110409,4.77597762,2.91539188,2.83093549
sample_00267,0.989025,0.00025,1.83981E+03,9.39381E+01,2.58248e+19,2.63813e+19,2.54325e+19,2.47744e+19,8.49341e+16,8.4956e+16,8.47794e+16,8.48529e+16,2752710.0,2753420.0,2747700.0,2750080.0,0.00156,0.00161,0.00154,0.0015,0.00077,0.00082,0.00077,0.00074,0.00077,0.00082,0.00077,0.00074,4.80582201,1.60269091,0.865932549,3.02670046,5.89742701,4.85622068,2.69333459,2.08454656
sample_00268,0.998508,0.00025,1.85189E+03,9.37534E+01,2.57023e+19,2.4276e+19,2.5077e+19,2.6344e+19,8.47687e+16,8.49153e+16,8.47813e+16,8.49047e+16,2747350.0,2752100.0,2747760.0,2751760.0,0.00135,0.00127,0.00131,0.0013,0.0008,0.00075,0.00077,0.0008,0.0008,0.00075,0.00077,0.0008,0.2966435,6.22000379,4.70706723,6.2112301,1.18104882,4.10340261,4.85480886,5.98916736
sample_00269,0.987742,0.00025,1.87526E+03,9.48684E+01,2.56171e+19,2.51344e+19,2.61123e+19,2.59737e+19,8.48744e+16,8.49585e+16,8.48528e+16,8.48102e+16,2750780.0,2753500.0,2750080.0,2748700.0,0.00165,0.00166,0.00168,0.00169,0.00081,0.00081,0.00077,0.00083,0.00081,0.00081,0.00077,0.00083,1.09789764,4.58477317,5.86703924,4.95816649,2.55374965,2.98780254,0.861753701,0.680758038
sample_00270,0.995392,0.00024,1.88438E+03,9.47536E+01,2.57462e+19,2.62704e+19,2.55031e+19,2.53558e+19,8.47652e+16,8.49448e+16,8.48364e+16,8.47736e+16,2747240.0,2753060.0,2749540.0,2747510.0,0.00147,0.0015,0.00154,0.00151,0.00075,0.00077,0.00079,0.00081,0.00075,0.00077,0.00079,0.00081,0.995732739,2.90940675,1.10130301,2.32316832,4.05901853,1.44611648,2.56637886,5.16942087
sample_00271,0.988746,0.00025,1.87178E+03,9.48799E+01,2.50244e+19,2.58804e+19,2.6472e+19,2.53553e+19,8.49328e+16,8.48896e+16,8.47766e+16,8.47716e+16,2752670.0,2751270.0,2747610.0,2747450.0,0.00146,0.00143,0.00149,0.00149,0.00078,0.00075,0.00076,0.00079,0.00078,0.00075,0.00076,0.00079,2.58727806,4.18609821,1.42044209,4.59889755,2.31491502,4.33386706,2.54072654,0.840601173
sample_00272,0.985509,0.00024,1.88404E+03,9.43829E+01,2.62746e+19,2.5465e+19,2.59361e+19,2.58146e+19,8.48293e+16,8.49188e+16,8.47316e+16,8.49315e+16,2749320.0,2752220.0,2746150.0,2752630.0,0.0015,0.00151,0.00155,0.00143,0.00074,0.00079,0.00079,0.0008,0.00074,0.00079,0.00079,0.0008,0.174797353,3.0364098,4.65576848,5.0744456,3.39702517,0.377271602,1.83313104,4.48666283
sample_00273,0.992112,0.00025,1.88179E+03,9.47019E+01,2.54485e+19,2.59879e+19,2.59153e+19,2.57965e+19,8.48222e+16,8.49356e+16,8.48676e+16,8.49114e+16,2749090.0,2752760.0,2750560.0,2751970.0,0.00145,0.00148,0.00148,0.00144,0.00078,0.00077,0.00081,0.00077,0.00078,0.00077,0.00081,0.00077,5.38796862,3.45206133,3.92966389,2.97487773,3.1086215,0.162576711,0.58788497,4.89182619
sample_00274,0.987319,0.00024,1.83786E+03,9.25105E+01,2.61846e+19,2.56903e+19,2.53741e+19,2.57733e+19,8.48177e+16,8.49334e+16,8.4887e+16,8.48168e+16,2748940.0,2752690.0,2751190.0,2748910.0,0.00155,0.00161,0.00162,0.00164,0.0008,0.00079,0.00083,0.00079,0.0008,0.00079,0.00083,0.00079,5.2595861,1.80756508,5.3212387,1.79779845,5.45930349,1.52714447,5.42077113,2.22176021
sample_00275,0.991076,0.00024,1.83711E+03,9.30826E+01,2.70095e+19,2.52794e+19,2.54502e+19,2.57791e+19,8.49695e+16,8.47211e+16,8.48842e+16,8.48647e+16,2753860.0,2745810.0,2751090.0,2750460.0,0.00136,0.00132,0.00128,0.00129,0.0008,0.00079,0.00079,0.00078,0.0008,0.00079,0.00079,0.00078,0.17971222,1.15905604,5.87940714,0.249613151,4.49790048,0.316039901,4.81837084,2.51045284
sample_00276,0.998748,0.00024,1.85980E+03,9.41514E+01,2.4852e+19,2.55954e+19,2.6284e+19,2.59067e+19,8.49408e+16,8.48036e+16,8.47982e+16,8.48696e+16,2752930.0,2748480.0,2748310.0,2750620.0,0.00121,0.00117,0.00123,0.00126,0.00075,0.00075,0.00079,0.00078,0.00075,0.00075,0.00079,0.00078,2.75886514,5.61364774,3.78940365,2.53483028,3.34903584,5.15427523,4.9405334,0.827654174
sample_00277,0.994897,0.00023,1.84870E+03,9.29310E+01,2.62172e+19,2.64511e+19,2.58535e+19,2.5266e+19,8.50366e+16,8.48798e+16,8.48585e+16,8.48247e+16,2756030.0,2750950.0,2750260.0,2749160.0,0.00118,0.00112,0.00121,0.00121,0.00082,0.00079,0.00081,0.00082,0.00082,0.00079,0.00081,0.00082,0.00345227592,5.955223,2.19195837,4.09586073,1.53700948,4.20056001,0.93055257,3.30682958
sample_00278,0.993497,0.00025,1.84350E+03,9.29253E+01,2.49796e+19,2.58351e+19,2.59525e+19,2.52804e+19,8.49427e+16,8.48e+16,8.4857e+16,8.48466e+16,2752990.0,2748370.0,2750210.0,2749880.0,0.00135,0.00142,0.00141,0.00136,0.00077,0.0008,0.00076,0.00078,0.00077,0.0008,0.00076,0.00078,5.2468365,4.28442688,1.54640282,4.25508933,4.40442481,4.87349994,1.60599802,5.58240515
sample_00279,0.982368,0.00025,1.91724E+03,9.62671E+01,2.58915e+19,2.61631e+19,2.59837e+19,2.56905e+19,8.48903e+16,8.49876e+16,8.4798e+16,8.47327e+16,2751290.0,2754450.0,2748300.0,2746190.0,0.00145,0.00148,0.00149,0.00146,0.00081,0.00081,0.00079,0.00082,0.00081,0.00081,0.00079,0.00082,5.40106616,4.77823252,2.72249246,5.82522122,4.52528928,1.59520413,1.09606023,1.60116695
sample_00280,0.982903,0.00024,1.91972E+03,9.66134E+01,2.62833e+19,2.59161e+19,2.52747e+19,2.52747e+19,8.48201e+16,8.48851e+16,8.48232e+16,8.49132e+16,2749020.0,2751130.0,2749120.0,2752040.0,0.00151,0.00152,0.00151,0.0015,0.00082,0.0008,0.0008,0.00083,0.00082,0.0008,0.0008,0.00083,2.08928612,0.817992559,4.46302999,3.57915407,1.54470737,0.392687443,1.58891359,1.70685224
sample_00281,0.99314,0.00026,1.92617E+03,9.59581E+01,2.57255e+19,2.49949e+19,2.57144e+19,2.61006e+19,8.47757e+16,8.48992e+16,8.48543e+16,8.49035e+16,2747580.0,2751580.0,2750120.0,2751720.0,0.00153,0.00153,0.00157,0.00155,0.00073,0.00079,0.00083,0.00082,0.00073,0.00079,0.00083,0.00082,5.7189766,2.43493673,5.77581329,0.755904978,3.53653055,2.1874643,5.50707868,4.59188117
sample_00282,0.994044,0.00023,1.92574E+03,9.61779E+01,2.55859e+19,2.52526e+19,2.4614e+19,2.49779e+19,8.48636e+16,8.4797e+16,8.48526e+16,8.48262e+16,2750430.0,2748270.0,2750070.0,2749210.0,0.00145,0.00147,0.00148,0.00145,0.0008,0.00079,0.00078,0.00079,0.0008,0.00079,0.00078,0.00079,6.15857081,6.16687494,0.421959668,2.44012876,2.38102579,1.11367174,1.37245421,5.61160049
sample_00283,0.992115,0.00023,1.92974E+03,9.68137E+01,2.57258e+19,2.57562e+19,2.53649e+19,2.62225e+19,8.48003e+16,8.483e+16,8.49565e+16,8.48951e+16,2748370.0,2749340.0,2753440.0,2751450.0,0.0014,0.0014,0.00136,0.00139,0.00082,0.00079,0.00078,0.00078,0.00082,0.00079,0.00078,0.00078,0.0798683631,4.23270401,3.36266994,4.00359972,5.20542738,0.0998703532,6.22663128,0.546495963
